primary_id,time_period,prod_type,capex,opex,total_usd,production
0,26,biomass,589.7563367,164.3472297,754.1035663,16.45471801
0,26,coal,21.55423052,43.47351623,65.02774675,7.489391207
0,26,coal_ccs,0,0,0,0
0,26,gas,487.6602569,3639.150659,4126.810916,377.2613386
0,26,gas_ccs,0,0,0,0
0,26,geothermal,0,0,0,0
0,26,hydrogen_electrolysis,0,0,0,0
0,26,hydrogen_gasification,0,282.5418776,282.5418776,0
0,26,hydrogen_reformation,0,93.85928407,93.85928407,0
0,26,hydrogen_reformation_ccs,0,29.00181566,29.00181566,0
0,26,hydropower,0,7.682522387,7.682522387,3.991134882
0,26,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,26,nuclear,3876.911579,230.5136541,4107.425233,71.18198992
0,26,ocean,0,0,0,0
0,26,oil,9.661479951,74.26860107,83.93008102,6.75979333
0,26,solar,13.68321457,9.561680451,23.24489502,2.513682003
0,26,waste_incineration,1.096625643,4131.268312,4132.364937,0.464561821
0,26,wind,0,0,0,0
0,27,ammonia_production,0,109.6281086,109.6281086,0
0,27,biogas,0.00243036,0.043470572,0.045900932,0.001515836
0,27,biomass,20.24636263,165.2427333,185.489096,16.59891801
0,27,coal,6.156148971,44.02429288,50.18044185,7.55502407
0,27,coal_ccs,0,0,0,0
0,27,gas,338.9335515,3644.640275,3983.573827,380.5674473
0,27,gas_ccs,0,0,0,0
0,27,geothermal,0,0,0,0
0,27,hydrogen_electrolysis,0,0,0,0
0,27,hydrogen_gasification,0,282.5418776,282.5418776,0
0,27,hydrogen_reformation,0,93.85928407,93.85928407,0
0,27,hydrogen_reformation_ccs,0,29.00181566,29.00181566,0
0,27,hydropower,0,7.55820757,7.55820757,4.026110971
0,27,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,27,nuclear,1107.292845,232.6706814,1339.963526,71.80578933
0,27,ocean,0,0,0,0
0,27,oil,2.759435545,76.01601241,78.77544796,6.819032403
0,27,solar,13.9548095,9.482839463,23.43764896,2.533717614
0,27,waste_incineration,10.42202825,4200.543156,4210.965185,0.472351789
0,27,wind,0,0,0,0
0,28,ammonia_production,0,109.6281086,109.6281086,0
0,28,biogas,0.0027957,0.044537011,0.047332711,0.001531183
0,28,biomass,20.75908559,166.211851,186.9709366,16.75022564
0,28,coal,6.459585668,44.62631967,51.08590534,7.623891978
0,28,coal_ccs,0,0,0,0
0,28,gas,170.471606,3666.556854,3837.02846,384.0365142
0,28,gas_ccs,0,0,0,0
0,28,geothermal,0,0,0,0
0,28,hydrogen_electrolysis,0,0,0,0
0,28,hydrogen_gasification,0,282.5418776,282.5418776,0
0,28,hydrogen_reformation,0,93.85928407,93.85928407,0
